@relation german_credit-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
<0,0.294118,'existing paid','used car',0.147133,<100,1<=X<4,0.666667,'male single',guarantor,1,'no known property',0.785714,bank,own,0,skilled,1,yes,yes,good
<0,0.294118,'delayed previously',radio/tv,0.077528,<100,<1,1,'female div/dep/mar',none,0.333333,car,0.178571,none,rent,0,'unskilled resident',0,yes,yes,bad
'no checking',0.647059,'delayed previously',radio/tv,0.384505,'no known savings',>=7,0.666667,'male single',none,0.666667,car,0.232143,bank,own,0.333333,skilled,1,none,yes,good
'no checking',0.426471,'delayed previously',business,0.138329,<100,1<=X<4,0.333333,'female div/dep/mar',none,0.333333,car,0.125,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.294118,'delayed previously','used car',0.2437,<100,4<=X<7,0.666667,'male single',none,0.666667,car,0.285714,none,own,0.333333,'unskilled resident',0,yes,yes,good
0<=X<200,0.294118,'existing paid',radio/tv,0.156377,100<=X<500,<1,0.666667,'male mar/wid',none,0.333333,car,0.053571,none,rent,0,skilled,0,yes,yes,bad
<0,0.029412,'existing paid',education,0.010895,<100,<1,1,'female div/dep/mar',none,1,'life insurance',0.071429,none,own,0,skilled,0,none,yes,bad
<0,0.073529,'existing paid','new car',0.02223,<100,1<=X<4,1,'male single',none,0.666667,car,0.160714,none,own,0,'unskilled resident',0,none,yes,bad
'no checking',0.029412,'existing paid',retraining,0.054363,'no known savings',unemployed,1,'male single',none,1,'life insurance',0.303571,none,own,0,'high qualif/self emp/mgmt',1,yes,yes,good
0<=X<200,0.205882,'critical/other existing credit',radio/tv,0.054749,<100,1<=X<4,1,'male mar/wid',none,0.333333,car,0.25,none,own,0,skilled,0,none,yes,bad
<0,0.205882,'no credits/all paid',furniture/equipment,0.157588,<100,<1,0,'female div/dep/mar',none,1,'life insurance',0.125,none,rent,0,skilled,0,none,yes,bad
'no checking',0.514706,'existing paid','used car',0.1276,500<=X<1000,1<=X<4,1,'male single',none,1,car,0.089286,none,own,0,skilled,0,none,yes,good
>=200,0.294118,'existing paid',radio/tv,0.269726,<100,4<=X<7,1,'male single',none,0.333333,car,0.107143,bank,own,0,skilled,0,none,yes,good
0<=X<200,0.117647,'existing paid',business,0.043304,100<=X<500,4<=X<7,0.666667,'male single',none,1,'real estate',0.357143,none,own,0,'unskilled resident',0,none,yes,good
<0,0.161765,'critical/other existing credit',furniture/equipment,0.067569,<100,>=7,1,'male single',none,1,car,0.446429,none,own,0.333333,skilled,1,yes,yes,good
0<=X<200,0.117647,'critical/other existing credit',radio/tv,0.182844,<100,1<=X<4,0,'female div/dep/mar',none,0,'real estate',0.071429,none,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.294118,'existing paid','new car',0.052328,<100,<1,1,'male single',none,0,'life insurance',0.125,none,own,0,skilled,0,none,yes,good
<0,0.382353,'existing paid',furniture/equipment,0.18554,>=1000,>=7,1,'female div/dep/mar',none,1,'life insurance',0.678571,none,rent,0.333333,skilled,0,yes,yes,good
'no checking',0.161765,'delayed previously',furniture/equipment,0.039067,>=1000,4<=X<7,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.196429,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.117647,'critical/other existing credit','new car',0.050237,500<=X<1000,1<=X<4,1,'male single',none,1,'real estate',0.446429,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.029412,'delayed previously','new car',0.052768,<100,unemployed,1,'male single',none,1,'life insurance',0.5,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.117647,'existing paid',radio/tv,0.155552,<100,1<=X<4,0.333333,'male single',none,1,car,0.589286,none,own,0,skilled,0,yes,yes,good
'no checking',0.294118,'existing paid','new car',0.192968,<100,>=7,1,'female div/dep/mar','co applicant',1,'no known property',0.767857,none,'for free',0,skilled,0,yes,yes,good
'no checking',0.088235,'existing paid','new car',0.064268,100<=X<500,1<=X<4,0.666667,'male single',none,0.333333,'real estate',0.285714,none,rent,0,'unskilled resident',0,none,no,good
'no checking',0.029412,'existing paid','new car',0.179817,<100,1<=X<4,0.333333,'male single',guarantor,0.666667,'life insurance',0.125,none,rent,0,skilled,0,none,yes,good
'no checking',0.117647,'critical/other existing credit',radio/tv,0.09266,<100,>=7,0.333333,'male single',none,0.333333,'no known property',0.125,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.338235,'no credits/all paid',business,0.443931,<100,>=7,0.333333,'female div/dep/mar',none,1,'no known property',0.410714,none,'for free',0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.029412,'critical/other existing credit',radio/tv,0.054308,100<=X<500,1<=X<4,0,'female div/dep/mar',none,0,'life insurance',0.142857,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.029412,'existing paid',radio/tv,0.006493,'no known savings',>=7,1,'male single',none,1,'life insurance',0.339286,none,own,0,skilled,0,none,yes,good
<0,0.117647,'critical/other existing credit','new car',0.103004,<100,1<=X<4,0.666667,'male single',none,0.333333,'real estate',0.357143,none,rent,0.333333,'unskilled resident',1,none,no,good
<0,0.294118,'existing paid',furniture/equipment,0.151095,'no known savings',1<=X<4,0.333333,'male mar/wid',none,1,car,0.017857,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.470588,'existing paid',furniture/equipment,0.483328,100<=X<500,<1,1,'male single','co applicant',0,'no known property',0.178571,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.294118,'critical/other existing credit',furniture/equipment,0.073457,<100,4<=X<7,1,'male single',none,0.666667,'life insurance',0.375,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.205882,'existing paid',radio/tv,0.05783,<100,>=7,1,'male mar/wid',guarantor,0.333333,'real estate',0.232143,none,own,0,'unskilled resident',0,none,yes,good
>=200,0.029412,'critical/other existing credit','new car',0.05904,100<=X<500,>=7,0.333333,'male div/sep',none,1,car,0.160714,none,own,0.333333,skilled,1,yes,yes,good
<0,0.294118,'existing paid','new car',0.158083,<100,<1,1,'female div/dep/mar',none,0,'life insurance',0.142857,none,own,0,skilled,0,none,yes,bad
<0,0.470588,'existing paid','used car',0.288489,<100,>=7,0.333333,'male single',none,1,'no known property',0.410714,none,'for free',0,skilled,1,none,yes,good
>=200,0.073529,'existing paid',radio/tv,0.048201,100<=X<500,>=7,0.333333,'male div/sep',none,1,'real estate',0.535714,none,own,0,skilled,0,none,yes,good
0<=X<200,0.294118,'critical/other existing credit',radio/tv,0.053153,100<=X<500,<1,1,'male single',none,1,'no known property',0.339286,bank,own,0.333333,skilled,1,none,yes,bad
<0,0.294118,'existing paid','new car',0.052658,<100,<1,1,'female div/dep/mar',none,1,'life insurance',0.089286,none,rent,0,skilled,0,none,yes,bad
'no checking',0.088235,'existing paid','new car',0.05827,'no known savings',1<=X<4,1,'male single',guarantor,1,'life insurance',0.142857,none,own,0,'unskilled resident',0,none,yes,bad
>=200,0.161765,'critical/other existing credit','used car',0.1161,500<=X<1000,1<=X<4,0.333333,'male single',none,0.333333,car,0.303571,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.161765,'all paid','new car',0.363156,100<=X<500,unemployed,0,'male single',none,0.333333,'life insurance',0.267857,none,own,0,'high qualif/self emp/mgmt',1,yes,yes,bad
'no checking',0.294118,'existing paid',radio/tv,0.063993,<100,1<=X<4,1,'male mar/wid',none,0.333333,'life insurance',0.160714,none,own,0,skilled,0,none,yes,good
'no checking',0.514706,'existing paid','used car',0.458787,100<=X<500,>=7,1,'male single',none,0.333333,car,0.464286,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.117647,'existing paid','new car',0.028007,<100,4<=X<7,1,'male single',none,0.333333,'real estate',0.125,none,own,0,skilled,0,none,yes,bad
'no checking',0.470588,'existing paid','used car',0.244085,<100,1<=X<4,0.333333,'male single',none,0.333333,'no known property',0.232143,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
>=200,0.161765,'existing paid',business,0.134093,<100,4<=X<7,0.333333,'male single',none,1,'life insurance',0.125,none,rent,0,skilled,0,yes,yes,good
0<=X<200,0.117647,'delayed previously',radio/tv,0.018433,<100,1<=X<4,1,'male mar/wid','co applicant',1,'real estate',0.017857,none,rent,0.333333,skilled,0,none,yes,good
'no checking',0.294118,'existing paid','new car',0.110322,'no known savings',<1,1,'male single',none,0,'life insurance',0.625,none,own,0,skilled,0,none,yes,good
<0,0.029412,'critical/other existing credit','new car',0.019753,<100,4<=X<7,1,'female div/dep/mar',none,0.666667,'life insurance',0.321429,none,own,0.333333,skilled,0,none,no,good
<0,0.029412,'critical/other existing credit','new car',0.061131,<100,<1,0.333333,'male single',none,1,'real estate',0.375,none,own,0,'unskilled resident',1,none,no,good
'no checking',0.470588,'critical/other existing credit',furniture/equipment,0.378398,<100,<1,0.333333,'female div/dep/mar',none,1,'life insurance',0.071429,none,rent,0.333333,skilled,0,yes,yes,bad
<0,0.029412,'existing paid','new car',0.052438,100<=X<500,>=7,0.666667,'male single',none,0.333333,'life insurance',0.428571,none,own,0,skilled,0,yes,yes,good
'no checking',0.029412,'critical/other existing credit',radio/tv,0.024761,'no known savings',>=7,1,'male single',none,1,'no known property',0.303571,none,'for free',0.333333,skilled,0,none,yes,good
'no checking',0.294118,'critical/other existing credit',repairs,0.289259,<100,>=7,0.666667,'male single',none,1,'no known property',0.446429,none,'for free',0.333333,skilled,0,none,yes,good
<0,0.205882,'existing paid',radio/tv,0.16177,<100,1<=X<4,0.333333,'female div/dep/mar',none,0.333333,'real estate',0.089286,none,own,0,skilled,0,none,yes,bad
<0,0.647059,'no credits/all paid',furniture/equipment,0.377958,<100,1<=X<4,0.666667,'male single',none,1,'no known property',0.607143,none,'for free',0.333333,skilled,1,none,yes,bad
'no checking',0.294118,'existing paid','used car',0.178167,100<=X<500,4<=X<7,0.666667,'female div/dep/mar',none,1,car,0.071429,none,own,0,skilled,0,none,yes,good
0<=X<200,0.205882,'existing paid',radio/tv,0.047485,<100,1<=X<4,1,'female div/dep/mar',guarantor,1,'real estate',0.125,none,own,0,'unskilled resident',1,none,yes,good
0<=X<200,0.323529,'existing paid','used car',0.424563,<100,<1,0.333333,'male single',none,0.666667,car,0.196429,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.161765,'critical/other existing credit',education,0.07054,100<=X<500,1<=X<4,1,'female div/dep/mar',none,0.666667,car,0.214286,none,own,0,skilled,0,none,yes,good
'no checking',0,'critical/other existing credit',radio/tv,0.068945,<100,4<=X<7,0.333333,'male single',none,0,'real estate',0.410714,none,own,0.333333,'unskilled resident',1,none,yes,good
<0,0.470588,'existing paid',radio/tv,0.112909,<100,1<=X<4,1,'male div/sep',none,1,car,0.214286,none,rent,0,skilled,0,none,yes,bad
<0,0.029412,'existing paid','new car',0.02267,<100,<1,0.666667,'male single',none,1,'real estate',0.392857,none,own,0,'unskilled resident',1,yes,yes,good
0<=X<200,0.470588,'existing paid',education,0.111313,<100,4<=X<7,0.666667,'male single',none,0,car,0.232143,none,own,0.333333,skilled,1,none,yes,good
0<=X<200,0.161765,'existing paid','new car',0.131011,100<=X<500,1<=X<4,0.333333,'female div/dep/mar',none,1,car,0.160714,none,rent,0.333333,skilled,0,yes,yes,bad
'no checking',0.117647,'delayed previously','used car',0.068945,<100,1<=X<4,1,'male mar/wid',none,1,'real estate',0.392857,none,rent,0,skilled,0,none,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.05838,100<=X<500,4<=X<7,1,'male mar/wid',none,0.666667,'life insurance',0.125,none,own,0,skilled,0,yes,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.157093,'no known savings',<1,1,'male single',none,0.333333,car,0.107143,none,own,0.333333,skilled,0,none,yes,good
>=200,0.25,'critical/other existing credit',education,0.113844,<100,<1,0.333333,'male div/sep',none,0,car,0.25,none,rent,0,skilled,0,none,yes,bad
<0,0.029412,'existing paid','new car',0.061847,'no known savings',unemployed,1,'female div/dep/mar',none,0.666667,'life insurance',1,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.205882,'critical/other existing credit',furniture/equipment,0.18499,<100,>=7,0.666667,'female div/dep/mar',none,1,'life insurance',0.321429,none,own,0,skilled,0,yes,yes,good
<0,0.647059,'existing paid','new car',0.413393,<100,>=7,1,'male single',none,1,'no known property',0.410714,bank,'for free',0,'high qualif/self emp/mgmt',0,none,yes,bad
>=200,0.205882,'existing paid',furniture/equipment,0.154011,<100,<1,0,'female div/dep/mar',none,0,'life insurance',0.464286,stores,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.117647,'existing paid',radio/tv,0.07065,<100,<1,0,'male mar/wid',none,0,'real estate',0.071429,none,rent,0,skilled,0,none,yes,bad
'no checking',0.294118,'delayed previously','new car',0.098052,<100,>=7,1,'male single',none,1,'no known property',0.732143,none,'for free',0.333333,skilled,0,yes,yes,good
<0,0.382353,'existing paid',furniture/equipment,0.335644,'no known savings',>=7,1,'male single',none,1,'life insurance',0.214286,none,own,0,skilled,0,none,yes,bad
>=200,0.205882,'existing paid',furniture/equipment,0.143832,<100,1<=X<4,0.333333,'male single',none,0,'real estate',0.267857,none,own,0,'unskilled resident',1,none,yes,bad
'no checking',0.117647,'critical/other existing credit','new car',0.055299,<100,>=7,1,'male single',none,1,'real estate',0.75,none,own,0.333333,'unskilled resident',0,none,yes,good
<0,0.294118,'delayed previously','new car',0.059591,<100,unemployed,1,'male single',none,0.333333,'real estate',0.428571,none,'for free',0.333333,skilled,1,none,yes,bad
'no checking',0.294118,'critical/other existing credit','new car',0.097502,<100,1<=X<4,1,'female div/dep/mar',none,1,car,0.321429,none,own,0,skilled,0,yes,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.071641,<100,4<=X<7,0.666667,'male single',none,0,car,0.232143,bank,own,0,skilled,1,none,yes,good
<0,0.117647,'all paid',radio/tv,0.020689,<100,1<=X<4,1,'female div/dep/mar',none,1,'real estate',0.089286,bank,own,0,'unskilled resident',0,none,yes,bad
'no checking',0.647059,'critical/other existing credit','used car',0.473644,'no known savings',4<=X<7,0.333333,'male single',none,0,'no known property',0.285714,none,'for free',0.333333,skilled,0,yes,yes,good
'no checking',0.117647,'critical/other existing credit',repairs,0.041048,'no known savings',4<=X<7,1,'female div/dep/mar',none,1,'real estate',0.071429,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.029412,'all paid',radio/tv,0.082535,500<=X<1000,>=7,0.333333,'male single',none,1,'life insurance',0.464286,bank,own,0,'unskilled resident',1,none,yes,good
<0,0.647059,'existing paid',radio/tv,0.371355,<100,4<=X<7,0,'male mar/wid',guarantor,0,'real estate',0.267857,none,own,0.333333,skilled,0,yes,yes,bad
0<=X<200,0.117647,'critical/other existing credit','new car',0.096016,100<=X<500,<1,1,'male single',none,0,car,0.142857,none,own,0,skilled,0,none,yes,good
0<=X<200,0.073529,'existing paid',education,0.052217,<100,4<=X<7,1,'female div/dep/mar',none,1,'life insurance',0.857143,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.117647,'existing paid',radio/tv,0.059481,<100,<1,0.333333,'male single',none,0,car,0.053571,stores,own,0,skilled,0,none,yes,bad
0<=X<200,0.205882,'no credits/all paid','new car',0.111588,100<=X<500,<1,0.666667,'female div/dep/mar',none,0.666667,car,0.160714,none,own,0.333333,skilled,0,none,yes,bad
'no checking',0.25,'no credits/all paid','new car',0.261527,'no known savings',1<=X<4,0,'female div/dep/mar',none,1,'life insurance',0.178571,bank,own,0.333333,skilled,0,yes,yes,bad
<0,0.294118,'all paid',furniture/equipment,0.181688,<100,4<=X<7,0.666667,'male single',none,1,car,0.142857,bank,own,0,skilled,0,none,yes,bad
0<=X<200,0.205882,'critical/other existing credit',furniture/equipment,0.09233,<100,<1,0.333333,'male single',none,0.333333,'real estate',0.214286,none,own,0.333333,'unskilled resident',0,none,yes,bad
<0,0.294118,'existing paid','used car',0.149334,'no known savings',>=7,1,'male single',none,1,'no known property',0.535714,bank,'for free',0,skilled,1,yes,yes,good
<0,0.294118,'all paid',radio/tv,0.071311,<100,4<=X<7,1,'male single',guarantor,1,car,0.089286,bank,rent,0,'unskilled resident',0,none,yes,bad
>=200,0.029412,'delayed previously',radio/tv,0.023825,<100,<1,0.333333,'female div/dep/mar',none,0,'life insurance',0.178571,bank,own,0,skilled,0,none,yes,good
0<=X<200,0.470588,'existing paid','new car',0.667932,'no known savings',1<=X<4,0,'male single',none,1,'no known property',0.321429,none,'for free',0,skilled,0,yes,yes,bad
0<=X<200,0.294118,'delayed previously',business,0.245516,'no known savings',1<=X<4,1,'male single',none,0.333333,'life insurance',0.321429,bank,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.294118,'delayed previously',radio/tv,0.071696,100<=X<500,4<=X<7,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.071429,none,rent,0.333333,skilled,0,yes,yes,good
<0,0.117647,'existing paid','new car',0.061737,<100,4<=X<7,0.333333,'male div/sep',none,0.666667,car,0.303571,none,own,0,skilled,0,none,yes,bad
'no checking',0.294118,'critical/other existing credit',radio/tv,0.128095,>=1000,>=7,0.333333,'male single',none,0.333333,car,0.267857,none,own,0,skilled,0,none,yes,good
0<=X<200,0.647059,'existing paid',radio/tv,0.205183,'no known savings',4<=X<7,1,'male single',none,0,car,0.392857,none,own,0.333333,skilled,1,yes,yes,good
<0,0.647059,'existing paid',radio/tv,0.358094,<100,1<=X<4,0.666667,'female div/dep/mar',none,0.333333,car,0.214286,none,own,0,skilled,0,yes,yes,bad
<0,0.294118,'existing paid',furniture/equipment,0.164191,<100,<1,1,'female div/dep/mar',none,1,'real estate',0.071429,none,rent,0,'unskilled resident',0,yes,yes,bad
'no checking',0.382353,'critical/other existing credit',radio/tv,0.313855,<100,4<=X<7,0.666667,'male single','co applicant',0.333333,car,0.339286,none,own,0,skilled,0,none,yes,good
'no checking',0.294118,'existing paid','used car',0.285188,'no known savings',unemployed,0.333333,'female div/dep/mar',none,1,'life insurance',0.125,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.161765,'existing paid',business,0.030593,<100,1<=X<4,1,'female div/dep/mar',none,1,'life insurance',0.053571,none,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.073529,'existing paid',radio/tv,0.04578,<100,>=7,1,'male single',none,1,car,0.142857,none,own,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.161765,'critical/other existing credit',furniture/equipment,0.13965,<100,4<=X<7,0.333333,'female div/dep/mar','co applicant',0.666667,car,0.089286,bank,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.117647,'existing paid',radio/tv,0.147463,<100,4<=X<7,0.333333,'female div/dep/mar',none,0,'real estate',0.142857,none,own,0,skilled,0,none,yes,good
'no checking',0.294118,'critical/other existing credit',education,0.092275,'no known savings',1<=X<4,0.666667,'female div/dep/mar',none,0.333333,car,0.25,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.470588,'critical/other existing credit','new car',0.141411,<100,<1,1,'male div/sep',none,1,car,0.142857,none,own,0.333333,skilled,0,none,yes,bad
'no checking',0.294118,'existing paid',retraining,0.037801,<100,<1,1,'male mar/wid',none,0.666667,car,0.142857,none,own,0.333333,'unskilled resident',0,none,yes,good
0<=X<200,0.205882,'critical/other existing credit','new car',0.044349,<100,>=7,0.666667,'male single',guarantor,0.666667,'real estate',0.196429,bank,own,0.333333,skilled,0,none,yes,bad
0<=X<200,0.117647,'critical/other existing credit','new car',0.158138,<100,<1,0,'male single',none,0.666667,'real estate',0.535714,bank,own,0.333333,'unskilled resident',1,none,yes,good
'no checking',0.073529,'existing paid',furniture/equipment,0.062617,<100,1<=X<4,1,'female div/dep/mar',none,0.333333,'real estate',0.125,none,rent,0,skilled,0,none,yes,good
0<=X<200,0.470588,'existing paid',repairs,0.11742,<100,<1,1,'male single',none,0,'no known property',0.25,none,rent,0,'unskilled resident',0,none,yes,bad
'no checking',0.117647,'existing paid','new car',0.10361,'no known savings',>=7,1,'female div/dep/mar',none,1,'no known property',0.589286,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.205882,'existing paid',furniture/equipment,0.098437,<100,1<=X<4,0,'female div/dep/mar',none,1,'real estate',0.017857,bank,rent,0,skilled,0,none,yes,bad
<0,0.073529,'critical/other existing credit','new car',0.140255,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.303571,none,rent,0.333333,skilled,1,none,yes,good
<0,0.117647,'existing paid',furniture/equipment,0.05717,<100,1<=X<4,1,'male single',guarantor,0,'life insurance',0.035714,none,own,0,'unskilled resident',0,none,yes,good
<0,0.205882,'existing paid','domestic appliance',0.053208,<100,1<=X<4,1,'male mar/wid',none,0.666667,'real estate',0.5,none,own,0,'unskilled resident',0,yes,yes,bad
<0,0.117647,'critical/other existing credit',furniture/equipment,0.109827,<100,>=7,0.666667,'male single',none,0.666667,'life insurance',0.732143,none,own,0.333333,skilled,0,none,yes,bad
<0,0.117647,'critical/other existing credit',radio/tv,0.007428,<100,4<=X<7,1,'female div/dep/mar',none,0.666667,'real estate',0.696429,none,own,1,'unskilled resident',0,yes,yes,good
0<=X<200,0.294118,'delayed previously','new car',0.094366,'no known savings',1<=X<4,1,'female div/dep/mar',none,1,car,0.410714,none,rent,0.333333,skilled,0,yes,yes,good
'no checking',0.25,'existing paid',business,0.072741,>=1000,>=7,1,'female div/dep/mar',none,1,'real estate',0.303571,bank,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.294118,'existing paid','new car',0.135798,<100,1<=X<4,0.666667,'female div/dep/mar',none,1,'life insurance',0.017857,none,rent,0,'unskilled resident',0,yes,yes,bad
<0,0.294118,'all paid',other,0.060966,'no known savings',>=7,1,'male single',none,0.666667,car,0.375,stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
0<=X<200,0.029412,'all paid','new car',0.037471,100<=X<500,<1,0,'female div/dep/mar',none,0,'life insurance',0.232143,stores,own,0,'unskilled resident',0,none,yes,bad
<0,0.294118,'existing paid','new car',0.065588,<100,4<=X<7,1,'female div/dep/mar',none,1,car,0.071429,none,rent,0.333333,skilled,0,none,yes,bad
0<=X<200,0.294118,'no credits/all paid',business,0.219599,<100,1<=X<4,0,'male single',none,1,'real estate',0.303571,none,own,0.666667,'unskilled resident',0,yes,yes,bad
'no checking',0.205882,'critical/other existing credit','new car',0.138935,<100,4<=X<7,0.333333,'male single',none,0.333333,'life insurance',0.214286,bank,own,0.333333,skilled,0,none,yes,bad
'no checking',0.294118,'delayed previously',business,0.1988,<100,1<=X<4,0,'male single',none,0.333333,'no known property',0.232143,none,'for free',0,skilled,0,none,yes,good
0<=X<200,0.044118,'existing paid',radio/tv,0.114394,<100,<1,0,'female div/dep/mar',guarantor,0,'real estate',0.464286,none,own,0,skilled,0,none,yes,good
0<=X<200,0.073529,'existing paid',furniture/equipment,0.036756,<100,1<=X<4,1,'female div/dep/mar',none,0,'life insurance',0.196429,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.294118,'all paid',education,0.087323,<100,4<=X<7,1,'female div/dep/mar',none,1,'no known property',0.267857,bank,'for free',0,'unskilled resident',0,none,yes,bad
'no checking',0.470588,'existing paid',furniture/equipment,0.170518,<100,1<=X<4,1,'female div/dep/mar',none,0.333333,car,0.160714,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
>=200,0.088235,'existing paid',furniture/equipment,0.056399,<100,<1,1,'female div/dep/mar',none,0.333333,'life insurance',0.071429,none,own,0,skilled,0,none,yes,good
<0,0.294118,'all paid',furniture/equipment,0.141851,500<=X<1000,1<=X<4,1,'male single',none,1,'real estate',0.053571,stores,own,0,skilled,0,yes,yes,good
'no checking',0.294118,'critical/other existing credit',business,0.235281,<100,1<=X<4,0.666667,'male single',none,0.333333,'real estate',0.982143,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.470588,'existing paid',radio/tv,0.133212,100<=X<500,1<=X<4,1,'female div/dep/mar','co applicant',1,'no known property',0.553571,none,'for free',0,skilled,0,none,yes,bad
'no checking',0.205882,'existing paid',radio/tv,0.099098,<100,<1,1,'male single',none,0,'real estate',0.25,none,own,0,skilled,0,none,yes,good
'no checking',0.161765,'existing paid','used car',0.057775,'no known savings',>=7,1,'male single',none,1,'no known property',0.464286,bank,'for free',0,skilled,1,none,yes,good
<0,0.117647,'existing paid','domestic appliance',0.027017,100<=X<500,unemployed,1,'female div/dep/mar',none,0.666667,'life insurance',0.053571,none,own,0,skilled,0,none,yes,bad
>=200,0.088235,'existing paid','new car',0.054473,100<=X<500,>=7,0,'female div/dep/mar',none,1,'no known property',0.517857,none,'for free',0,'unskilled resident',1,none,yes,bad
<0,0.25,'existing paid',radio/tv,0.170959,>=1000,<1,1,'female div/dep/mar',none,0.333333,car,0.178571,bank,own,0,skilled,0,none,yes,good
<0,0.294118,'all paid','used car',0.18609,<100,1<=X<4,0,'female div/dep/mar',guarantor,1,car,0.053571,bank,rent,0,skilled,0,none,no,good
'no checking',0.205882,'delayed previously',furniture/equipment,0.085727,<100,4<=X<7,1,'female div/dep/mar',none,0,'real estate',0.053571,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.647059,'no credits/all paid',business,0.657753,'no known savings',1<=X<4,0.333333,'male single',none,0.333333,car,0.517857,bank,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.823529,'delayed previously',radio/tv,0.490096,'no known savings',1<=X<4,0.333333,'male single',none,0.333333,'no known property',0.142857,none,'for free',0,'high qualif/self emp/mgmt',0,none,yes,good
<0,0.029412,'critical/other existing credit','new car',0.188511,<100,1<=X<4,0,'male single',none,0.666667,'real estate',0.321429,none,rent,0.666667,skilled,1,none,yes,good
0<=X<200,0.382353,'existing paid',furniture/equipment,0.17558,100<=X<500,1<=X<4,0.333333,'female div/dep/mar','co applicant',1,car,0.035714,none,rent,0,skilled,0,none,yes,bad
'no checking',0.117647,'existing paid','new car',0.021459,<100,1<=X<4,1,'male div/sep',none,0.333333,'real estate',0.535714,none,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.25,'critical/other existing credit',business,0.18719,<100,4<=X<7,0.333333,'male single',none,0.666667,'life insurance',0.142857,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.205882,'critical/other existing credit','new car',0.07043,<100,1<=X<4,0.666667,'male single',none,0.333333,'life insurance',0.232143,bank,own,0.333333,skilled,0,none,yes,bad
'no checking',0.647059,'existing paid',business,0.201607,'no known savings',1<=X<4,1,'male div/sep',none,0.333333,'real estate',0.339286,bank,own,0,skilled,0,none,yes,bad
